date,source,generation_gwh,unit
2025-02-01,Electricity Generation by Wind,173.54,GWh
2025-02-01,Electricity Generation by bagasse,78.88,GWh
2025-02-01,Electricity Generation by Solar,84.71,GWh
2025-03-01,Total Electricity Generation by all sources,8408.92,GWh
2025-03-01,Electricity Generation by Hydel,1296.77,GWh
2025-03-01,Electricity Generation by Coal,1937.94,GWh
2025-03-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2025-03-01,Electricity Generation by Residual Fuel Oil (RFO),3.62,GWh
2025-03-01,Electricity Generation by Gas,978.55,GWh
2025-03-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),1528.1,GWh
2025-03-01,Electricity Generation by Nuclear,2222.79,GWh
2025-03-01,Electricity Imported from Iran,39.28,GWh
2025-03-01,Electricity Generation by Mixed,0.0,GWh
2025-03-01,Electricity Generation by Wind,230.5,GWh
2025-03-01,Electricity Generation by bagasse,51.38,GWh
2025-03-01,Electricity Generation by Solar,119.94,GWh
2025-04-01,Total Electricity Generation by all sources,10513.22,GWh
2025-04-01,Electricity Generation by Hydel,2306.43,GWh
2025-04-01,Electricity Generation by Coal,2578.91,GWh
2025-04-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2025-04-01,Electricity Generation by Residual Fuel Oil (RFO),83.46,GWh
2025-04-01,Electricity Generation by Gas,841.84,GWh
2025-04-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),2157.02,GWh
2025-04-01,Electricity Generation by Nuclear,1882.43,GWh
2025-04-01,Electricity Imported from Iran,32.46,GWh
2025-04-01,Electricity Generation by Mixed,0.0,GWh
2025-04-01,Electricity Generation by Wind,478.38,GWh
2025-04-01,Electricity Generation by bagasse,36.91,GWh
2025-04-01,Electricity Generation by Solar,115.38,GWh
2025-05-01,Total Electricity Generation by all sources,12754.61,GWh
2025-05-01,Electricity Generation by Hydel,4843.86,GWh
2025-05-01,Electricity Generation by Coal,2209.67,GWh
2025-05-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2025-05-01,Electricity Generation by Residual Fuel Oil (RFO),20.08,GWh
2025-05-01,Electricity Generation by Gas,883.18,GWh
2025-05-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),2167.5,GWh
2025-05-01,Electricity Generation by Nuclear,2011.78,GWh
2025-05-01,Electricity Imported from Iran,36.19,GWh
2025-05-01,Electricity Generation by Mixed,0.0,GWh
2025-05-01,Electricity Generation by Wind,432.58,GWh
2025-05-01,Electricity Generation by bagasse,33.75,GWh
2025-05-01,Electricity Generation by Solar,116.02,GWh
2025-06-01,Total Electricity Generation by all sources,13744.43,GWh
2025-06-01,Electricity Generation by Hydel,5409.73,GWh
2025-06-01,Electricity Generation by Coal,2906.82,GWh
2025-06-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2025-06-01,Electricity Generation by Residual Fuel Oil (RFO),151.08,GWh
2025-06-01,Electricity Generation by Gas,968.05,GWh
2025-06-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),2215.71,GWh
2025-06-01,Electricity Generation by Nuclear,1382.84,GWh
2025-06-01,Electricity Imported from Iran,46.99,GWh
2025-06-01,Electricity Generation by Mixed,0.0,GWh
2025-06-01,Electricity Generation by Wind,522.02,GWh
2025-06-01,Electricity Generation by bagasse,34.96,GWh
2025-06-01,Electricity Generation by Solar,106.24,GWh
2025-07-01,Total Electricity Generation by all sources,14123.13,GWh
2025-07-01,Electricity Generation by Hydel,5668.14,GWh
2025-07-01,Electricity Generation by Coal,2642.11,GWh
2025-07-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2025-07-01,Electricity Generation by Residual Fuel Oil (RFO),108.41,GWh
2025-07-01,Electricity Generation by Gas,1092.65,GWh
2025-07-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),2438.21,GWh
2025-07-01,Electricity Generation by Nuclear,1405.45,GWh
2025-07-01,Electricity Imported from Iran,35.99,GWh
2025-07-01,Electricity Generation by Mixed,0.0,GWh
2025-07-01,Electricity Generation by Wind,591.92,GWh
2025-07-01,Electricity Generation by bagasse,35.25,GWh
2025-07-01,Electricity Generation by Solar,104.98,GWh
2025-08-01,Total Electricity Generation by all sources,14218.34061,GWh
2025-08-01,Electricity Generation by Hydel,5517.345457,GWh
2025-08-01,Electricity Generation by Coal,2580.0177,GWh
2025-08-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2025-08-01,Electricity Generation by Residual Fuel Oil (RFO),91.892174,GWh
2025-08-01,Electricity Generation by Gas,1035.056619,GWh
2025-08-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),2179.667597,GWh
2025-08-01,Electricity Generation by Nuclear,2145.255,GWh
2025-08-01,Electricity Imported from Iran,17.366247,GWh
2025-08-01,Electricity Generation by Mixed,0.0,GWh
2025-08-01,Electricity Generation by Wind,512.182799,GWh
2025-08-01,Electricity Generation by bagasse,35.561383,GWh
2025-08-01,Electricity Generation by Solar,103.995637,GWh
2025-09-01,Total Electricity Generation by all sources,12592.03091,GWh
2025-09-01,Electricity Generation by Hydel,4783.282056,GWh
2025-09-01,Electricity Generation by Coal,2221.15945,GWh
2025-09-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2025-09-01,Electricity Generation by Residual Fuel Oil (RFO),97.401752,GWh
2025-09-01,Electricity Generation by Gas,940.84304,GWh
2025-09-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),1814.67067,GWh
2025-09-01,Electricity Generation by Nuclear,2227.359,GWh
2025-09-01,Electricity Imported from Iran,23.795675,GWh
2025-09-01,Electricity Generation by Mixed,0.0,GWh
2025-09-01,Electricity Generation by Wind,341.649864,GWh
2025-09-01,Electricity Generation by bagasse,34.060297,GWh
2025-09-01,Electricity Generation by Solar,107.809106,GWh
2025-10-01,Total Electricity Generation by all sources,9885.78,GWh
2025-10-01,Electricity Generation by Hydel,2704.72,GWh
2025-10-01,Electricity Generation by Coal,1726.64,GWh
2025-10-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2025-10-01,Electricity Generation by Residual Fuel Oil (RFO),47.54,GWh
2025-10-01,Electricity Generation by Gas,905.41,GWh
2025-10-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),1949.02,GWh
2025-10-01,Electricity Generation by Nuclear,2187.85,GWh
2025-10-01,Electricity Imported from Iran,43.26,GWh
2025-10-01,Electricity Generation by Mixed,0.0,GWh
2025-10-01,Electricity Generation by Wind,185.2,GWh
2025-10-01,Electricity Generation by bagasse,39.87,GWh
2025-10-01,Electricity Generation by Solar,96.28,GWh
2025-11-01,Total Electricity Generation by all sources,8050.208559,GWh
2025-11-01,Electricity Generation by Hydel,3152.632784,GWh
2025-11-01,Electricity Generation by Coal,1159.2196,GWh
2025-11-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2025-11-01,Electricity Generation by Residual Fuel Oil (RFO),0.0,GWh
2025-11-01,Electricity Generation by Gas,679.801926,GWh
2025-11-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),695.896472,GWh
2025-11-01,Electricity Generation by Nuclear,2030.922,GWh
2025-11-01,Electricity Imported from Iran,34.64777,GWh
2025-11-01,Electricity Generation by Mixed,0.0,GWh
2025-11-01,Electricity Generation by Wind,135.628796,GWh
2025-11-01,Electricity Generation by bagasse,75.379809,GWh
2025-11-01,Electricity Generation by Solar,86.079402,GWh
2025-12-01,Total Electricity Generation by all sources,8487.043342,GWh
2025-12-01,Electricity Generation by Hydel,1534.031282,GWh
2025-12-01,Electricity Generation by Coal,2047.08823,GWh
2025-12-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2025-12-01,Electricity Generation by Residual Fuel Oil (RFO),0.0,GWh
2025-12-01,Electricity Generation by Gas,950.782818,GWh
2025-12-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),1463.51437,GWh
2025-12-01,Electricity Generation by Nuclear,2125.797,GWh
2025-12-01,Electricity Imported from Iran,32.947644,GWh
2025-12-01,Electricity Generation by Mixed,0.0,GWh
2025-12-01,Electricity Generation by Wind,162.248489,GWh
2025-12-01,Electricity Generation by bagasse,97.028764,GWh
2025-12-01,Electricity Generation by Solar,73.604745,GWh
2026-01-01,Total Electricity Generation by all sources,9140.246828,GWh
2026-01-01,Electricity Generation by Hydel,713.271,GWh
2026-01-01,Electricity Generation by Coal,2983.249,GWh
2026-01-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2026-01-01,Electricity Generation by Residual Fuel Oil (RFO),274.201,GWh
2026-01-01,Electricity Generation by Gas,1117.458,GWh
2026-01-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),2001.943,GWh
2026-01-01,Electricity Generation by Nuclear,1598.833,GWh
2026-01-01,Electricity Imported from Iran,34.799828,GWh
2026-01-01,Electricity Generation by Mixed,0.0,GWh
2026-01-01,Electricity Generation by Wind,241.319,GWh
2026-01-01,Electricity Generation by bagasse,101.54,GWh
2026-01-01,Electricity Generation by Solar,73.633,GWh
2026-02-01,Total Electricity Generation by all sources,7695.74,GWh
2026-02-01,Electricity Generation by Hydel,1782.52,GWh
2026-02-01,Electricity Generation by Coal,2381.0,GWh
2026-02-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2026-02-01,Electricity Generation by Residual Fuel Oil (RFO),0.0,GWh
2026-02-01,Electricity Generation by Gas,886.64,GWh
2026-02-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),728.64,GWh
2026-02-01,Electricity Generation by Nuclear,1448.96,GWh
2026-02-01,Electricity Imported from Iran,34.76,GWh
2026-02-01,Electricity Generation by Mixed,0.0,GWh
2026-02-01,Electricity Generation by Wind,250.56,GWh
2026-02-01,Electricity Generation by bagasse,90.95,GWh
2026-02-01,Electricity Generation by Solar,91.71,GWh
2026-03-01,Total Electricity Generation by all sources,8939.278884,GWh
2026-03-01,Electricity Generation by Hydel,2105.17734,GWh
2026-03-01,Electricity Generation by Coal,2731.97973,GWh
2026-03-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2026-03-01,Electricity Generation by Residual Fuel Oil (RFO),90.97215,GWh
2026-03-01,Electricity Generation by Gas,1013.539961,GWh
2026-03-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),503.998938,GWh
2026-03-01,Electricity Generation by Nuclear,1962.29,GWh
2026-03-01,Electricity Imported from Iran,39.28394,GWh
2026-03-01,Electricity Generation by Mixed,0.0,GWh
2026-03-01,Electricity Generation by Wind,308.972536,GWh
2026-03-01,Electricity Generation by bagasse,77.437011,GWh
2026-03-01,Electricity Generation by Solar,105.627278,GWh
2026-04-01,Total Electricity Generation by all sources,9498.86,GWh
2026-04-01,Electricity Generation by Hydel,2078.94,GWh
2026-04-01,Electricity Generation by Coal,2825.28,GWh
2026-04-01,Electricity Generation by High Speed Diesel (HSD),46.85,GWh
2026-04-01,Electricity Generation by Residual Fuel Oil (RFO),485.84,GWh
2026-04-01,Electricity Generation by Gas,968.12,GWh
2026-04-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),380.21,GWh
2026-04-01,Electricity Generation by Nuclear,2096.83,GWh
2026-04-01,Electricity Imported from Iran,32.46,GWh
2026-04-01,Electricity Generation by Mixed,0.0,GWh
2026-04-01,Electricity Generation by Wind,409.1,GWh
2026-04-01,Electricity Generation by bagasse,63.81,GWh
2026-04-01,Electricity Generation by Solar,111.43,GWh
2026-05-01,Total Electricity Generation by all sources,12638.13,GWh
2026-05-01,Electricity Generation by Hydel,4204.99,GWh
2026-05-01,Electricity Generation by Coal,3185.5,GWh
2026-05-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2026-05-01,Electricity Generation by Residual Fuel Oil (RFO),20.11,GWh
2026-05-01,Electricity Generation by Gas,1049.6,GWh
2026-05-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),1492.99,GWh
2026-05-01,Electricity Generation by Nuclear,1801.33,GWh
2026-05-01,Electricity Imported from Iran,36.19,GWh
2026-05-01,Electricity Generation by Mixed,0.0,GWh
2026-05-01,Electricity Generation by Wind,665.16,GWh
2026-05-01,Electricity Generation by bagasse,63.13,GWh
2026-05-01,Electricity Generation by Solar,119.13,GWh
2026-06-01,Total Electricity Generation by all sources,13431.22,GWh
2026-06-01,Electricity Generation by Hydel,5241.8,GWh
2026-06-01,Electricity Generation by Coal,3057.54,GWh
2026-06-01,Electricity Generation by High Speed Diesel (HSD),5.47,GWh
2026-06-01,Electricity Generation by Residual Fuel Oil (RFO),99.95,GWh
2026-06-01,Electricity Generation by Gas,866.69,GWh
2026-06-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),1479.82,GWh
2026-06-01,Electricity Generation by Nuclear,1800.26,GWh
2026-06-01,Electricity Imported from Iran,46.99,GWh
2026-06-01,Electricity Generation by Mixed,0.0,GWh
2026-06-01,Electricity Generation by Wind,675.95,GWh
2026-06-01,Electricity Generation by bagasse,46.35,GWh
2026-06-01,Electricity Generation by Solar,110.41,GWh
2026-07-01,Total Electricity Generation by all sources,15121.5,GWh
2026-07-01,Electricity Generation by Hydel,6019.49,GWh
2026-07-01,Electricity Generation by Coal,3818.35,GWh
2026-07-01,Electricity Generation by High Speed Diesel (HSD),31.1,GWh
2026-07-01,Electricity Generation by Residual Fuel Oil (RFO),215.13,GWh
2026-07-01,Electricity Generation by Gas,989.62,GWh
2026-07-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),1629.34,GWh
2026-07-01,Electricity Generation by Nuclear,1526.71,GWh
2026-07-01,Electricity Imported from Iran,57.94,GWh
2026-07-01,Electricity Generation by Mixed,0.0,GWh
2026-07-01,Electricity Generation by Wind,681.81,GWh
2026-07-01,Electricity Generation by bagasse,45.88,GWh
2026-07-01,Electricity Generation by Solar,106.14,GWh
