date,source,generation_gwh,unit
2019-03-01,Electricity Imported from Iran,34.21,GWh
2019-03-01,Electricity Generation by Mixed,33.66,GWh
2019-03-01,Electricity Generation by Wind,186.82,GWh
2019-03-01,Electricity Generation by bagasse,95.28,GWh
2019-03-01,Electricity Generation by Solar,66.9,GWh
2019-04-01,Total Electricity Generation by all sources,9717.38,GWh
2019-04-01,Electricity Generation by Hydel,2229.41,GWh
2019-04-01,Electricity Generation by Coal,1005.04,GWh
2019-04-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2019-04-01,Electricity Generation by Residual Fuel Oil (RFO),481.05,GWh
2019-04-01,Electricity Generation by Gas,1789.5,GWh
2019-04-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),2995.81,GWh
2019-04-01,Electricity Generation by Nuclear,745.2,GWh
2019-04-01,Electricity Imported from Iran,42.43,GWh
2019-04-01,Electricity Generation by Mixed,28.57,GWh
2019-04-01,Electricity Generation by Wind,267.44,GWh
2019-04-01,Electricity Generation by bagasse,66.43,GWh
2019-04-01,Electricity Generation by Solar,66.5,GWh
2019-05-01,Total Electricity Generation by all sources,12603.59,GWh
2019-05-01,Electricity Generation by Hydel,3747.21,GWh
2019-05-01,Electricity Generation by Coal,1628.88,GWh
2019-05-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2019-05-01,Electricity Generation by Residual Fuel Oil (RFO),397.92,GWh
2019-05-01,Electricity Generation by Gas,2056.55,GWh
2019-05-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),3624.86,GWh
2019-05-01,Electricity Generation by Nuclear,543.61,GWh
2019-05-01,Electricity Imported from Iran,52.43,GWh
2019-05-01,Electricity Generation by Mixed,15.27,GWh
2019-05-01,Electricity Generation by Wind,413.31,GWh
2019-05-01,Electricity Generation by bagasse,54.47,GWh
2019-05-01,Electricity Generation by Solar,69.08,GWh
2019-06-01,Total Electricity Generation by all sources,13157.24,GWh
2019-06-01,Electricity Generation by Hydel,3840.0,GWh
2019-06-01,Electricity Generation by Coal,2037.45,GWh
2019-06-01,Electricity Generation by Residual Fuel Oil (RFO),694.84,GWh
2019-06-01,Electricity Generation by Gas,1880.88,GWh
2019-06-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),3613.71,GWh
2019-06-01,Electricity Generation by Nuclear,538.43,GWh
2019-06-01,Electricity Imported from Iran,48.79,GWh
2019-06-01,Electricity Generation by Mixed,11.53,GWh
2019-06-01,Electricity Generation by Wind,393.14,GWh
2019-06-01,Electricity Generation by bagasse,34.55,GWh
2019-06-01,Electricity Generation by Solar,63.92,GWh
2019-07-01,Total Electricity Generation by all sources,14231.25,GWh
2019-07-01,Electricity Generation by Hydel,4629.48,GWh
2019-07-01,Electricity Generation by Coal,2038.94,GWh
2019-07-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2019-07-01,Electricity Generation by Residual Fuel Oil (RFO),783.08,GWh
2019-07-01,Electricity Generation by Gas,1680.92,GWh
2019-07-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),3516.71,GWh
2019-07-01,Electricity Generation by Nuclear,826.64,GWh
2019-07-01,Electricity Imported from Iran,53.47,GWh
2019-07-01,Electricity Generation by Mixed,10.18,GWh
2019-07-01,Electricity Generation by Wind,596.17,GWh
2019-07-01,Electricity Generation by bagasse,35.51,GWh
2019-07-01,Electricity Generation by Solar,60.15,GWh
2019-08-01,Total Electricity Generation by all sources,14051.55,GWh
2019-08-01,Electricity Generation by Hydel,5667.51,GWh
2019-08-01,Electricity Generation by Coal,1873.91,GWh
2019-08-01,Electricity Generation by Residual Fuel Oil (RFO),505.92,GWh
2019-08-01,Electricity Generation by Gas,1668.49,GWh
2019-08-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),3216.04,GWh
2019-08-01,Electricity Generation by Nuclear,654.99,GWh
2019-08-01,Electricity Imported from Iran,52.45,GWh
2019-08-01,Electricity Generation by Mixed,10.02,GWh
2019-08-01,Electricity Generation by Wind,322.43,GWh
2019-08-01,Electricity Generation by bagasse,17.98,GWh
2019-08-01,Electricity Generation by Solar,61.81,GWh
2019-09-01,Total Electricity Generation by all sources,13621.0,GWh
2019-09-01,Electricity Generation by Hydel,5053.0,GWh
2019-09-01,Electricity Generation by Coal,2232.0,GWh
2019-09-01,Electricity Generation by Residual Fuel Oil (RFO),817.0,GWh
2019-09-01,Electricity Generation by Gas,1615.0,GWh
2019-09-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),2868.0,GWh
2019-09-01,Electricity Generation by Nuclear,749.0,GWh
2019-09-01,Electricity Imported from Iran,50.0,GWh
2019-09-01,Electricity Generation by Mixed,10.0,GWh
2019-09-01,Electricity Generation by Wind,150.0,GWh
2019-09-01,Electricity Generation by bagasse,15.0,GWh
2019-09-01,Electricity Generation by Solar,62.0,GWh
2019-10-01,Total Electricity Generation by all sources,9572.04,GWh
2019-10-01,Electricity Generation by Hydel,2438.8,GWh
2019-10-01,Electricity Generation by Coal,2356.9,GWh
2019-10-01,Electricity Generation by Residual Fuel Oil (RFO),19.26,GWh
2019-10-01,Electricity Generation by Gas,1164.94,GWh
2019-10-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),2432.73,GWh
2019-10-01,Electricity Generation by Nuclear,883.23,GWh
2019-10-01,Electricity Imported from Iran,43.05,GWh
2019-10-01,Electricity Generation by Mixed,13.07,GWh
2019-10-01,Electricity Generation by Wind,153.05,GWh
2019-10-01,Electricity Generation by bagasse,5.43,GWh
2019-10-01,Electricity Generation by Solar,61.58,GWh
2019-11-01,Total Electricity Generation by all sources,7433.75,GWh
2019-11-01,Electricity Generation by Hydel,2900.0,GWh
2019-11-01,Electricity Generation by Coal,2030.23,GWh
2019-11-01,Electricity Generation by Residual Fuel Oil (RFO),2.0,GWh
2019-11-01,Electricity Generation by Gas,694.55,GWh
2019-11-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),684.06,GWh
2019-11-01,Electricity Generation by Nuclear,858.43,GWh
2019-11-01,Electricity Imported from Iran,35.57,GWh
2019-11-01,Electricity Generation by Mixed,14.16,GWh
2019-11-01,Electricity Generation by Wind,151.82,GWh
2019-11-01,Electricity Generation by bagasse,17.43,GWh
2019-11-01,Electricity Generation by Solar,49.18,GWh
2019-12-01,Total Electricity Generation by all sources,7556.86,GWh
2019-12-01,Electricity Generation by Hydel,1723.29,GWh
2019-12-01,Electricity Generation by Coal,2171.05,GWh
2019-12-01,Electricity Generation by Residual Fuel Oil (RFO),366.69,GWh
2019-12-01,Electricity Generation by Gas,1146.03,GWh
2019-12-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),1134.85,GWh
2019-12-01,Electricity Generation by Nuclear,699.72,GWh
2019-12-01,Electricity Imported from Iran,32.55,GWh
2019-12-01,Electricity Generation by Mixed,2.81,GWh
2019-12-01,Electricity Generation by Wind,145.6,GWh
2019-12-01,Electricity Generation by bagasse,90.91,GWh
2019-12-01,Electricity Generation by Solar,43.36,GWh
2020-01-01,Total Electricity Generation by all sources,7792.97,GWh
2020-01-01,Electricity Generation by Hydel,867.73,GWh
2020-01-01,Electricity Generation by Coal,2500.78,GWh
2020-01-01,Electricity Generation by Residual Fuel Oil (RFO),800.94,GWh
2020-01-01,Electricity Generation by Gas,1653.58,GWh
2020-01-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),957.82,GWh
2020-01-01,Electricity Generation by Nuclear,680.95,GWh
2020-01-01,Electricity Imported from Iran,28.73,GWh
2020-01-01,Electricity Generation by Mixed,15.6,GWh
2020-01-01,Electricity Generation by Wind,157.55,GWh
2020-01-01,Electricity Generation by bagasse,84.45,GWh
2020-01-01,Electricity Generation by Solar,44.84,GWh
2020-02-01,Total Electricity Generation by all sources,7001.0,GWh
2020-02-01,Electricity Generation by Hydel,2258.0,GWh
2020-02-01,Electricity Generation by Coal,2087.0,GWh
2020-02-01,Electricity Generation by Residual Fuel Oil (RFO),78.0,GWh
2020-02-01,Electricity Generation by Gas,919.0,GWh
2020-02-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),593.0,GWh
2020-02-01,Electricity Generation by Nuclear,758.0,GWh
2020-02-01,Electricity Imported from Iran,32.0,GWh
2020-02-01,Electricity Generation by Mixed,10.0,GWh
2020-02-01,Electricity Generation by Wind,105.0,GWh
2020-02-01,Electricity Generation by bagasse,100.0,GWh
2020-02-01,Electricity Generation by Solar,61.0,GWh
2020-03-01,Total Electricity Generation by all sources,6911.0,GWh
2020-03-01,Electricity Generation by Hydel,1407.0,GWh
2020-03-01,Electricity Generation by Coal,2093.0,GWh
2020-03-01,Electricity Generation by Residual Fuel Oil (RFO),2.0,GWh
2020-03-01,Electricity Generation by Gas,1182.0,GWh
2020-03-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),993.0,GWh
2020-03-01,Electricity Generation by Nuclear,913.0,GWh
2020-03-01,Electricity Imported from Iran,34.0,GWh
2020-03-01,Electricity Generation by Mixed,38.0,GWh
2020-03-01,Electricity Generation by Wind,107.0,GWh
2020-03-01,Electricity Generation by bagasse,78.0,GWh
2020-03-01,Electricity Generation by Solar,64.0,GWh
2020-04-01,Total Electricity Generation by all sources,8392.0,GWh
2020-04-01,Electricity Generation by Hydel,2482.0,GWh
2020-04-01,Electricity Generation by Coal,1824.0,GWh
2020-04-01,Electricity Generation by Residual Fuel Oil (RFO),30.0,GWh
2020-04-01,Electricity Generation by Gas,889.0,GWh
2020-04-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),1874.0,GWh
2020-04-01,Electricity Generation by Nuclear,886.0,GWh
2020-04-01,Electricity Imported from Iran,44.0,GWh
2020-04-01,Electricity Generation by Mixed,10.0,GWh
2020-04-01,Electricity Generation by Wind,232.0,GWh
2020-04-01,Electricity Generation by bagasse,53.0,GWh
2020-04-01,Electricity Generation by Solar,68.0,GWh
2020-05-01,Total Electricity Generation by all sources,12017.0,GWh
2020-05-01,Electricity Generation by Hydel,4457.0,GWh
2020-05-01,Electricity Generation by Coal,2189.0,GWh
2020-05-01,Electricity Generation by Residual Fuel Oil (RFO),130.0,GWh
2020-05-01,Electricity Generation by Gas,1014.0,GWh
2020-05-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),2734.0,GWh
2020-05-01,Electricity Generation by Nuclear,915.0,GWh
2020-05-01,Electricity Imported from Iran,54.0,GWh
2020-05-01,Electricity Generation by Mixed,33.0,GWh
2020-05-01,Electricity Generation by Wind,388.0,GWh
2020-05-01,Electricity Generation by bagasse,36.0,GWh
2020-05-01,Electricity Generation by Solar,67.0,GWh
2020-06-01,Total Electricity Generation by all sources,13288.0,GWh
2020-06-01,Electricity Generation by Hydel,4817.0,GWh
2020-06-01,Electricity Generation by Coal,2156.0,GWh
2020-06-01,Electricity Generation by Residual Fuel Oil (RFO),647.0,GWh
2020-06-01,Electricity Generation by Gas,1436.0,GWh
2020-06-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),2826.0,GWh
2020-06-01,Electricity Generation by Nuclear,880.0,GWh
2020-06-01,Electricity Imported from Iran,53.0,GWh
2020-06-01,Electricity Generation by Mixed,4.0,GWh
2020-06-01,Electricity Generation by Wind,374.0,GWh
2020-06-01,Electricity Generation by bagasse,31.0,GWh
2020-06-01,Electricity Generation by Solar,64.0,GWh
2020-07-01,Total Electricity Generation by all sources,14711.08,GWh
2020-07-01,Electricity Generation by Hydel,5406.99,GWh
2020-07-01,Electricity Generation by Coal,2581.16,GWh
2020-07-01,Electricity Generation by High Speed Diesel (HSD),113.09,GWh
2020-07-01,Electricity Generation by Residual Fuel Oil (RFO),859.81,GWh
2020-07-01,Electricity Generation by Gas,1478.88,GWh
2020-07-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),3032.69,GWh
2020-07-01,Electricity Generation by Nuclear,715.53,GWh
2020-07-01,Electricity Imported from Iran,50.25,GWh
2020-07-01,Electricity Generation by Mixed,30.03,GWh
2020-07-01,Electricity Generation by Wind,344.46,GWh
2020-07-01,Electricity Generation by bagasse,34.96,GWh
2020-07-01,Electricity Generation by Solar,63.23,GWh
2020-08-01,Total Electricity Generation by all sources,14629.7,GWh
2020-08-01,Electricity Generation by Hydel,5469.55,GWh
2020-08-01,Electricity Generation by Coal,2530.0,GWh
2020-08-01,Electricity Generation by High Speed Diesel (HSD),97.76,GWh
2020-08-01,Electricity Generation by Residual Fuel Oil (RFO),792.38,GWh
2020-08-01,Electricity Generation by Gas,1402.45,GWh
2020-08-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),3058.0,GWh
2020-08-01,Electricity Generation by Nuclear,817.0,GWh
2020-08-01,Electricity Imported from Iran,52.09,GWh
2020-08-01,Electricity Generation by Mixed,20.26,GWh
2020-08-01,Electricity Generation by Wind,310.13,GWh
2020-08-01,Electricity Generation by bagasse,20.04,GWh
2020-08-01,Electricity Generation by Solar,60.04,GWh
2020-09-01,Total Electricity Generation by all sources,13103.30035,GWh
2020-09-01,Electricity Generation by Hydel,4871.459453,GWh
2020-09-01,Electricity Generation by Coal,2282.847425,GWh
2020-09-01,Electricity Generation by High Speed Diesel (HSD),71.702078,GWh
2020-09-01,Electricity Generation by Residual Fuel Oil (RFO),762.420111,GWh
2020-09-01,Electricity Generation by Gas,1324.131278,GWh
2020-09-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),2804.558366,GWh
2020-09-01,Electricity Generation by Nuclear,677.89,GWh
2020-09-01,Electricity Imported from Iran,46.6614,GWh
2020-09-01,Electricity Generation by Mixed,11.90246,GWh
2020-09-01,Electricity Generation by Wind,175.09473,GWh
2020-09-01,Electricity Generation by bagasse,12.8873,GWh
2020-09-01,Electricity Generation by Solar,61.745746,GWh
2020-10-01,Total Electricity Generation by all sources,10243.994,GWh
2020-10-01,Electricity Generation by Hydel,3174.153,GWh
2020-10-01,Electricity Generation by Coal,1916.581,GWh
2020-10-01,Electricity Generation by High Speed Diesel (HSD),6.604,GWh
2020-10-01,Electricity Generation by Residual Fuel Oil (RFO),154.474,GWh
2020-10-01,Electricity Generation by Gas,1145.326,GWh
2020-10-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),2851.04,GWh
2020-10-01,Electricity Generation by Nuclear,714.583,GWh
2020-10-01,Electricity Imported from Iran,40.555,GWh
2020-10-01,Electricity Generation by Mixed,134.082,GWh
2020-10-01,Electricity Generation by Wind,60.641,GWh
2020-10-01,Electricity Generation by bagasse,22.135,GWh
2020-10-01,Electricity Generation by Solar,23.82,GWh
2020-11-01,Total Electricity Generation by all sources,7479.401,GWh
2020-11-01,Electricity Generation by Hydel,2990.349,GWh
2020-11-01,Electricity Generation by Coal,1085.43,GWh
2020-11-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2020-11-01,Electricity Generation by Residual Fuel Oil (RFO),27.772,GWh
2020-11-01,Electricity Generation by Gas,437.043,GWh
2020-11-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),1913.991,GWh
2020-11-01,Electricity Generation by Nuclear,663.299,GWh
2020-11-01,Electricity Imported from Iran,33.461,GWh
2020-11-01,Electricity Generation by Mixed,184.918,GWh
2020-11-01,Electricity Generation by Wind,47.018,GWh
2020-11-01,Electricity Generation by bagasse,69.992,GWh
2020-11-01,Electricity Generation by Solar,26.128,GWh
2020-12-01,Total Electricity Generation by all sources,7878.911,GWh
2020-12-01,Electricity Generation by Hydel,1788.826,GWh
2020-12-01,Electricity Generation by Coal,2296.889,GWh
2020-12-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2020-12-01,Electricity Generation by Residual Fuel Oil (RFO),293.922,GWh
2020-12-01,Electricity Generation by Gas,1239.585,GWh
2020-12-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),1094.096,GWh
2020-12-01,Electricity Generation by Nuclear,741.459,GWh
2020-12-01,Electricity Imported from Iran,33.29,GWh
2020-12-01,Electricity Generation by Mixed,218.722,GWh
2020-12-01,Electricity Generation by Wind,49.948,GWh
2020-12-01,Electricity Generation by bagasse,102.171,GWh
2020-12-01,Electricity Generation by Solar,20.003,GWh
2021-01-01,Total Electricity Generation by all sources,8078.821878,GWh
2021-01-01,Electricity Generation by Hydel,1067.03733,GWh
2021-01-01,Electricity Generation by Coal,2559.5561,GWh
2021-01-01,Electricity Generation by High Speed Diesel (HSD),46.203137,GWh
2021-01-01,Electricity Generation by Residual Fuel Oil (RFO),974.031592,GWh
2021-01-01,Electricity Generation by Gas,1333.801176,GWh
2021-01-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),916.418847,GWh
2021-01-01,Electricity Generation by Nuclear,852.685,GWh
2021-01-01,Electricity Imported from Iran,31.6462,GWh
2021-01-01,Electricity Generation by Mixed,1.063541,GWh
2021-01-01,Electricity Generation by Wind,152.568226,GWh
2021-01-01,Electricity Generation by bagasse,95.889919,GWh
2021-01-01,Electricity Generation by Solar,47.92081,GWh
2021-02-01,Total Electricity Generation by all sources,7281.0,GWh
2021-02-01,Electricity Generation by Hydel,2033.93,GWh
2021-02-01,Electricity Generation by Coal,1902.98,GWh
2021-02-01,Electricity Generation by Residual Fuel Oil (RFO),77.307,GWh
2021-02-01,Electricity Generation by Gas,906.37,GWh
2021-02-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),1271.041,GWh
2021-02-01,Electricity Generation by Nuclear,791.909,GWh
2021-02-01,Electricity Imported from Iran,29.65,GWh
2021-02-01,Electricity Generation by Mixed,98.111,GWh
2021-02-01,Electricity Generation by Wind,57.059,GWh
2021-02-01,Electricity Generation by bagasse,99.274,GWh
2021-02-01,Electricity Generation by Solar,13.369,GWh
2021-03-01,Total Electricity Generation by all sources,8984.7968,GWh
2021-03-01,Electricity Generation by Hydel,1740.579,GWh
2021-03-01,Electricity Generation by Coal,2734.387,GWh
2021-03-01,Electricity Generation by Residual Fuel Oil (RFO),235.123,GWh
2021-03-01,Electricity Generation by Gas,1036.221,GWh
2021-03-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),1892.774,GWh
2021-03-01,Electricity Generation by Nuclear,940.155,GWh
2021-03-01,Electricity Imported from Iran,38.701,GWh
2021-03-01,Electricity Generation by Mixed,169.5198,GWh
2021-03-01,Electricity Generation by Wind,86.37,GWh
2021-03-01,Electricity Generation by bagasse,90.082,GWh
2021-03-01,Electricity Generation by Solar,20.885,GWh
2021-04-01,Total Electricity Generation by all sources,10480.9617,GWh
2021-04-01,Electricity Generation by Hydel,2572.581,GWh
2021-04-01,Electricity Generation by Coal,2439.883,GWh
2021-04-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2021-04-01,Electricity Generation by Residual Fuel Oil (RFO),147.8507,GWh
2021-04-01,Electricity Generation by Gas,1277.923,GWh
2021-04-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),2571.554,GWh
2021-04-01,Electricity Generation by Nuclear,1067.087,GWh
2021-04-01,Electricity Imported from Iran,44.841,GWh
2021-04-01,Electricity Generation by Mixed,22.735,GWh
2021-04-01,Electricity Generation by Wind,197.301,GWh
2021-04-01,Electricity Generation by bagasse,71.182,GWh
2021-04-01,Electricity Generation by Solar,68.024,GWh
2021-05-01,Total Electricity Generation by all sources,13009.50712,GWh
2021-05-01,Electricity Generation by Hydel,3465.45727,GWh
2021-05-01,Electricity Generation by Coal,2618.972,GWh
2021-05-01,Electricity Generation by High Speed Diesel (HSD),20.319193,GWh
2021-05-01,Electricity Generation by Residual Fuel Oil (RFO),771.48986,GWh
2021-05-01,Electricity Generation by Gas,1454.391295,GWh
2021-05-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),2828.551746,GWh
2021-05-01,Electricity Generation by Nuclear,1271.3465,GWh
2021-05-01,Electricity Imported from Iran,47.3884,GWh
2021-05-01,Electricity Generation by Mixed,16.387044,GWh
2021-05-01,Electricity Generation by Wind,403.212039,GWh
2021-05-01,Electricity Generation by bagasse,45.4526,GWh
2021-05-01,Electricity Generation by Solar,66.53917,GWh
2021-06-01,Total Electricity Generation by all sources,14361.12365,GWh
2021-06-01,Electricity Generation by Hydel,4222.147285,GWh
2021-06-01,Electricity Generation by Coal,2589.7691,GWh
2021-06-01,Electricity Generation by High Speed Diesel (HSD),61.34539,GWh
2021-06-01,Electricity Generation by Residual Fuel Oil (RFO),1174.199115,GWh
2021-06-01,Electricity Generation by Gas,1303.84056,GWh
2021-06-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),2701.340793,GWh
2021-06-01,Electricity Generation by Nuclear,1618.0585,GWh
2021-06-01,Electricity Imported from Iran,49.9084,GWh
2021-06-01,Electricity Generation by Mixed,10.210301,GWh
2021-06-01,Electricity Generation by Wind,510.75539,GWh
2021-06-01,Electricity Generation by bagasse,56.45481,GWh
2021-06-01,Electricity Generation by Solar,63.09401,GWh
2021-07-01,Total Electricity Generation by all sources,15679.6909,GWh
2021-07-01,Electricity Generation by Hydel,4694.66222,GWh
2021-07-01,Electricity Generation by Coal,2383.3276,GWh
2021-07-01,Electricity Generation by High Speed Diesel (HSD),123.488094,GWh
2021-07-01,Electricity Generation by Residual Fuel Oil (RFO),1612.343217,GWh
2021-07-01,Electricity Generation by Gas,1361.171911,GWh
2021-07-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),3137.679332,GWh
2021-07-01,Electricity Generation by Nuclear,1659.851,GWh
2021-07-01,Electricity Imported from Iran,40.093,GWh
2021-07-01,Electricity Generation by Mixed,9.861874,GWh
2021-07-01,Electricity Generation by Wind,550.374408,GWh
2021-07-01,Electricity Generation by bagasse,45.01828,GWh
2021-07-01,Electricity Generation by Solar,61.81996,GWh
2021-08-01,Total Electricity Generation by all sources,16078.078,GWh
2021-08-01,Electricity Generation by Hydel,5594.298,GWh
2021-08-01,Electricity Generation by Coal,2293.825,GWh
2021-08-01,Electricity Generation by High Speed Diesel (HSD),19.84,GWh
2021-08-01,Electricity Generation by Residual Fuel Oil (RFO),1627.559,GWh
2021-08-01,Electricity Generation by Gas,1313.211,GWh
2021-08-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),2895.923,GWh
2021-08-01,Electricity Generation by Nuclear,1630.186,GWh
2021-08-01,Electricity Imported from Iran,45.243,GWh
2021-08-01,Electricity Generation by Mixed,16.977,GWh
2021-08-01,Electricity Generation by Wind,549.952,GWh
2021-08-01,Electricity Generation by bagasse,24.059,GWh
2021-08-01,Electricity Generation by Solar,67.005,GWh
2021-09-01,Total Electricity Generation by all sources,14026.987,GWh
2021-09-01,Electricity Generation by Hydel,5085.479,GWh
2021-09-01,Electricity Generation by Coal,2382.517,GWh
2021-09-01,Electricity Generation by High Speed Diesel (HSD),23.42,GWh
2021-09-01,Electricity Generation by Residual Fuel Oil (RFO),997.438,GWh
2021-09-01,Electricity Generation by Gas,1248.277,GWh
2021-09-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),2651.951,GWh
2021-09-01,Electricity Generation by Nuclear,1261.796,GWh
2021-09-01,Electricity Imported from Iran,48.296,GWh
2021-09-01,Electricity Generation by Mixed,18.181,GWh
2021-09-01,Electricity Generation by Wind,230.399,GWh
2021-09-01,Electricity Generation by bagasse,18.479,GWh
2021-09-01,Electricity Generation by Solar,60.754,GWh
2021-10-01,Total Electricity Generation by all sources,11296.22527,GWh
2021-10-01,Electricity Generation by Hydel,2627.246562,GWh
2021-10-01,Electricity Generation by Coal,1885.7801,GWh
2021-10-01,Electricity Generation by High Speed Diesel (HSD),57.096242,GWh
2021-10-01,Electricity Generation by Residual Fuel Oil (RFO),1228.658849,GWh
2021-10-01,Electricity Generation by Gas,1092.745966,GWh
2021-10-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),2703.375079,GWh
2021-10-01,Electricity Generation by Nuclear,1392.916,GWh
2021-10-01,Electricity Imported from Iran,41.4139,GWh
2021-10-01,Electricity Generation by Mixed,11.870853,GWh
2021-10-01,Electricity Generation by Wind,184.817298,GWh
2021-10-01,Electricity Generation by bagasse,7.139192,GWh
2021-10-01,Electricity Generation by Solar,63.16523,GWh
2021-11-01,Total Electricity Generation by all sources,8481.718,GWh
2021-11-01,Electricity Generation by Hydel,2816.493,GWh
2021-11-01,Electricity Generation by Coal,1379.121,GWh
2021-11-01,Electricity Generation by High Speed Diesel (HSD),24.99,GWh
2021-11-01,Electricity Generation by Residual Fuel Oil (RFO),145.401,GWh
2021-11-01,Electricity Generation by Gas,1093.163,GWh
2021-11-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),1208.697,GWh
2021-11-01,Electricity Generation by Nuclear,1485.186,GWh
2021-11-01,Electricity Imported from Iran,36.692,GWh
2021-11-01,Electricity Generation by Mixed,11.835,GWh
2021-11-01,Electricity Generation by Wind,175.19,GWh
2021-11-01,Electricity Generation by bagasse,54.335,GWh
2021-11-01,Electricity Generation by Solar,50.615,GWh
2021-12-01,Total Electricity Generation by all sources,8815.054,GWh
2021-12-01,Electricity Generation by Hydel,1768.836,GWh
2021-12-01,Electricity Generation by Coal,2103.648,GWh
2021-12-01,Electricity Generation by High Speed Diesel (HSD),238.57,GWh
2021-12-01,Electricity Generation by Residual Fuel Oil (RFO),353.259,GWh
2021-12-01,Electricity Generation by Gas,1215.569,GWh
2021-12-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),1191.79,GWh
2021-12-01,Electricity Generation by Nuclear,1549.06,GWh
2021-12-01,Electricity Imported from Iran,36.47,GWh
2021-12-01,Electricity Generation by Mixed,7.87,GWh
2021-12-01,Electricity Generation by Wind,210.078,GWh
2021-12-01,Electricity Generation by bagasse,94.725,GWh
2021-12-01,Electricity Generation by Solar,45.179,GWh
2022-01-01,Total Electricity Generation by all sources,8796.957,GWh
2022-01-01,Electricity Generation by Hydel,512.937,GWh
2022-01-01,Electricity Generation by Coal,2916.697,GWh
2022-01-01,Electricity Generation by High Speed Diesel (HSD),592.077,GWh
2022-01-01,Electricity Generation by Residual Fuel Oil (RFO),1238.106,GWh
2022-01-01,Electricity Generation by Gas,1264.361,GWh
2022-01-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),626.077,GWh
2022-01-01,Electricity Generation by Nuclear,1264.361,GWh
2022-01-01,Electricity Imported from Iran,31.649,GWh
2022-01-01,Electricity Generation by Mixed,2.295,GWh
2022-01-01,Electricity Generation by Wind,194.684,GWh
2022-01-01,Electricity Generation by bagasse,107.133,GWh
2022-01-01,Electricity Generation by Solar,46.58,GWh
2022-02-01,Total Electricity Generation by all sources,8087.908,GWh
2022-02-01,Electricity Generation by Hydel,1473.761,GWh
2022-02-01,Electricity Generation by Coal,2563.872,GWh
2022-02-01,Electricity Generation by Residual Fuel Oil (RFO),526.728,GWh
2022-02-01,Electricity Generation by Gas,918.396,GWh
2022-02-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),1226.007,GWh
2022-02-01,Electricity Generation by Nuclear,1013.255,GWh
2022-02-01,Electricity Imported from Iran,33.882,GWh
2022-02-01,Electricity Generation by Mixed,10.148,GWh
2022-02-01,Electricity Generation by Wind,165.07,GWh
2022-02-01,Electricity Generation by bagasse,98.665,GWh
2022-02-01,Electricity Generation by Solar,58.124,GWh
2022-03-01,Total Electricity Generation by all sources,10418.418,GWh
2022-03-01,Electricity Generation by Hydel,1703.912,GWh
2022-03-01,Electricity Generation by Coal,2586.623,GWh
2022-03-01,Electricity Generation by Residual Fuel Oil (RFO),1106.194,GWh
2022-03-01,Electricity Generation by Gas,992.723,GWh
2022-03-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),1965.683,GWh
2022-03-01,Electricity Generation by Nuclear,1563.663,GWh
2022-03-01,Electricity Imported from Iran,42.747,GWh
2022-03-01,Electricity Generation by Mixed,13.215,GWh
2022-03-01,Electricity Generation by Wind,267.922,GWh
